"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"KATEGORIA";"TXT";"POINT_X";"POINT_Y"
518638;"Valaškovce (vojenskı obvod)";702;"Humenné";7;"Prešovskı kraj";"obec - vojenskı obvod";;-204278.52;-1223547.46
582140;"Lackovce";702;"Humenné";7;"Prešovskı kraj";"obec";;-210524.25;-1217332.97
505277;"Omastiná";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-472937.04;-1219523.21
505901;"Èachtice";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-517623.09;-1222816.54
544124;"Èièava";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-231887.42;-1218202.46
556122;"Rohov";205;"Senica";2;"Trnavskı kraj";"obec";;-550233.72;-1217537.33
504271;"Brodské";206;"Skalica";2;"Trnavskı kraj";"obec";;-573720.24;-1220005.44
505617;"Tvrdomestice";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-492890.71;-1233362.46
506257;"Modrovka";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-511210.43;-1230423.39
507121;"Chtelnica";204;"Piešany";2;"Trnavskı kraj";"obec";;-531073.58;-1237485.98
505200;"Nedašovce";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-479466.58;-1230950.42
507199;"Koèín-Lanèár";204;"Piešany";2;"Trnavskı kraj";"obec";;-528041.34;-1234281.41
521311;"Èiatice";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-252469.9;-1231691.84
509027;"Strelníky";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-399600.09;-1231448.18
543551;"Smolnícka Huta";801;"Gelnica";8;"Košickı  kraj";"obec";;-298207.72;-1235018.28
504521;"Lakšárska Nová Ves";205;"Senica";2;"Trnavskı kraj";"obec";;-563407.74;-1233204.91
514063;"Kamenec pod Vtáènikom";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-461799.67;-1231689.17
508454;"Badín";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-420067.82;-1236262.84
525715;"Hanková";808;"Roòava";8;"Košickı  kraj";"obec";;-331970.8;-1232729.95
506249;"Modrová";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-510255.28;-1231259.18
507229;"Krakovany";204;"Piešany";2;"Trnavskı kraj";"obec";;-520925.35;-1233879.39
508632;"Horná Mièiná";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-413160.5;-1233030.57
525839;"Kobeliarovo";808;"Roòava";8;"Košickı  kraj";"obec";;-327682.21;-1233592.16
556793;"Borèany";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-486573.18;-1231670.48
505706;"Ve¾ké Kršteòany";305;"Partizánske";3;"Trenèiansky kraj";"obec";;-472387.24;-1234282.55
514306;"Podhradie";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-455790.84;-1231167.86
544108;"Cabov";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-234176.59;-1231522.61
556548;"Šterusy";204;"Piešany";2;"Trnavskı kraj";"obec";;-526648.27;-1234221.65
508926;"Povrazník";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-401994.31;-1231851.99
516872;"Janova Lehota";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-445095.21;-1234997.27
598127;"Košice-ahanovce";802;"Košice I";8;"Košickı  kraj";"obec - mestská èas Bratislava, Košice";;-262612.05;-1235543.45
558354;"Bašovce";204;"Piešany";2;"Trnavskı kraj";"obec";;-517701.32;-1231623.92
501204;"Kolárovo";401;"Komárno";4;"Nitriansky  kraj";"enkláva - nezobrazuje sa";;-508616.51;-1306043.25
501671;"Jurová";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-545173.0;-1307173.6
501107;"Dedina Mládee";401;"Komárno";4;"Nitriansky  kraj";"obec";;-509239.64;-1308618.73
517691;"Kotešová";501;"Bytèa";5;"ilinskı kraj";"obec";;-453080.22;-1169322.12
529109;"Ruská Vo¾a";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-236303.54;-1199297.19
509361;"Podvysoká";502;"Èadca";5;"ilinskı kraj";"obec";;-447738.71;-1151061.21
509817;"Lomná";507;"Námestovo";5;"ilinskı kraj";"obec";;-401207.23;-1160004.21
502537;"Malé Ludince";402;"Levice";4;"Nitriansky  kraj";"obec";;-457195.52;-1309190.41
509680;"Hruštín";507;"Námestovo";5;"ilinskı kraj";"obec";;-398136.11;-1164284.26
505811;"itná-Radiša";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-476160.23;-1220403.0
519979;"Zlaté";701;"Bardejov";7;"Prešovskı kraj";"obec";;-263734.21;-1170596.47
513806;"Ve¾ká Tàòa";811;"Trebišov";8;"Košickı  kraj";"obec";;-233074.24;-1268817.04
527980;"Ve¾krop";711;"Stropkov";7;"Prešovskı kraj";"obec";;-224513.61;-1183367.35
518913;"Sverepec";306;"Povaská Bystrica";3;"Trenèiansky kraj";"obec";;-468907.76;-1186265.73
526967;"Plavnica";710;"Stará ¼ubovòa";7;"Prešovskı kraj";"obec";;-294685.2;-1176405.62
527602;"Mlynárovce";712;"Svidník";7;"Prešovskı kraj";"obec";;-240234.83;-1181484.25
511111;"Vavrišovo";505;"Liptovskı Mikuláš";5;"ilinskı kraj";"obec";;-370229.43;-1194548.33
543578;"Spišské Podhradie";704;"Levoèa";7;"Prešovskı kraj";"mesto";;-298287.18;-1206662.24
527998;"Vislava";711;"Stropkov";7;"Prešovskı kraj";"obec";;-230606.01;-1178576.28
527564;"Mestisko";712;"Svidník";7;"Prešovskı kraj";"obec";;-236405.07;-1180564.52
520705;"Repejov";705;"Medzilaborce";7;"Prešovskı kraj";"obec";;-219232.47;-1187996.17
523526;"Huncovce";703;"Kemarok";7;"Prešovskı kraj";"obec";;-324952.51;-1192399.68
501123;"Dulovce";401;"Komárno";4;"Nitriansky  kraj";"obec";;-490002.56;-1319371.39
519774;"Rokytov";701;"Bardejov";7;"Prešovskı kraj";"obec";;-264658.07;-1173006.44
519227;"Halín";701;"Bardejov";7;"Prešovskı kraj";"obec";;-248090.52;-1175480.4
524310;"Ïaèov";708;"Sabinov";7;"Prešovskı kraj";"obec";;-284655.93;-1190945.39
524379;"Dubovica";708;"Sabinov";7;"Prešovskı kraj";"obec";;-282905.57;-1192484.6
526088;"Petrovo";808;"Roòava";8;"Košickı  kraj";"obec";;-328530.9;-1236827.89
521353;"Ïurïošík";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-251168.76;-1237872.29
518654;"Michalková";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-419251.44;-1253723.87
505951;"Dolné Srnie";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-514383.54;-1213164.52
524123;"akovce";703;"Kemarok";7;"Prešovskı kraj";"obec";;-323462.92;-1195976.69
519596;"Mièakovce";712;"Svidník";7;"Prešovskı kraj";"obec";;-241701.25;-1199195.85
524433;"Gregorovce";707;"Prešov";7;"Prešovskı kraj";"obec";;-264848.78;-1200522.72
519375;"Koprivnica";701;"Bardejov";7;"Prešovskı kraj";"obec";;-250393.14;-1191491.71
522902;"Petrovce nad Laborcom";807;"Michalovce";8;"Košickı  kraj";"obec";;-217266.61;-1233363.68
557269;"Turecká";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-421286.25;-1215590.11
544205;"Girovce";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-224676.43;-1208588.26
504742;"Radošovce";206;"Skalica";2;"Trnavskı kraj";"obec";;-553957.83;-1212597.32
526029;"Muránska Zdychava";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-344775.36;-1233198.3
545741;"Trenèianske Stankovce";309;"Trenèín";3;"Trenèiansky kraj";"obec";;-501617.67;-1209681.63
508853;"Podbrezová";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-388241.7;-1222309.76
543411;"Olcnava";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-298603.85;-1214784.34
509051;"Telgárt";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-340530.65;-1220762.36
556823;"Medzany";707;"Prešov";7;"Prešovskı kraj";"obec";;-268956.55;-1203196.47
528862;"Medzianky";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-245588.96;-1205017.9
525430;"Vyšná Šebastová";707;"Prešov";7;"Prešovskı kraj";"obec";;-256289.97;-1207178.99
512303;"Ivanèiná";509;"Turèianske Teplice";5;"ilinskı kraj";"obec";;-440706.32;-1207185.53
519316;"Kalnište";712;"Svidník";7;"Prešovskı kraj";"obec";;-244032.96;-1194933.17
523062;"Slavkovce";807;"Michalovce";8;"Košickı  kraj";"obec";;-214426.93;-1254749.54
511579;"Lupoè";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-391616.49;-1272273.17
504416;"Jablonica";205;"Senica";2;"Trnavskı kraj";"obec";;-545548.32;-1231999.32
525596;"Èierna Lehota";808;"Roòava";8;"Košickı  kraj";"obec";;-336661.34;-1235458.91
513946;"Èereòany";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-467096.88;-1235108.02
514110;"Koš";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-457766.15;-1225068.17
508969;"Rieèka";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-422662.15;-1225833.08
505340;"Podhradie";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-498658.81;-1230281.71
508888;"Pohronská Polhora";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-369719.23;-1229767.33
506311;"Nová Lehota";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-503970.77;-1230067.11
506109;"Kálnica";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-507278.42;-1217935.74
513911;"Bystrièany";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-464785.98;-1233287.98
528277;"Èièarovce";807;"Michalovce";8;"Košickı  kraj";"obec";;-206983.01;-1261961.54
518972;"Zvolenská Slatina";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-410863.47;-1248365.05
522350;"Blatné Revištia";809;"Sobrance";8;"Košickı  kraj";"obec";;-202358.25;-1240046.56
514349;"Radobica";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-466464.65;-1241493.5
525642;"Drnava";808;"Roòava";8;"Košickı  kraj";"obec";;-307591.88;-1246398.61
557790;"Ninı Skálnik";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-359339.28;-1263929.51
511889;"Šoltıska";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-374753.72;-1248803.78
516791;"Horná daòa";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-448294.04;-1244725.02
525740;"Hrhov";808;"Roòava";8;"Košickı  kraj";"obec";;-300847.54;-1250335.82
506788;"Bíòovce";207;"Trnava";2;"Trnavskı kraj";"obec";;-542258.15;-1243659.97
521191;"Blaice";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-251800.0;-1245953.69
507849;"Budmerice";107;"Pezinok";1;"Bratislavskı kraj";"obec";;-549034.56;-1259555.78
528633;"Oborín";807;"Michalovce";8;"Košickı  kraj";"obec";;-217496.19;-1261352.76
511552;"Lovinobaòa";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-387386.41;-1263822.19
501727;"Kvetoslavov";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-557364.72;-1292212.73
524476;"Hrabkov";707;"Prešov";7;"Prešovskı kraj";"obec";;-278325.74;-1212438.82
516007;"Glabušovce";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-399474.93;-1294778.01
517011;"Lehôtka pod Brehmi";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-444375.52;-1248065.45
556297;"Èe¾adince";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-491459.03;-1247609.61
522732;"Loín";807;"Michalovce";8;"Košickı  kraj";"obec";;-220339.65;-1247806.82
507202;"Koplotovce";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-518458.16;-1249166.48
556611;"Tekolïany";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-511134.76;-1248001.13
523071;"Sliepkovce";807;"Michalovce";8;"Košickı  kraj";"obec";;-212356.09;-1246924.02
522325;"Beovce";809;"Sobrance";8;"Košickı  kraj";"obec";;-197459.48;-1252132.41
509159;"Èierne";502;"Èadca";5;"ilinskı kraj";"obec";;-432897.55;-1141252.45
559865;"Soko¾any";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-265740.59;-1251701.66
525120;"Rokovany";708;"Sabinov";7;"Prešovskı kraj";"obec";;-280228.73;-1192268.5
581348;"Petrova Lehota";309;"Trenèín";3;"Trenèiansky kraj";"obec";;-487829.32;-1207744.32
513601;"Pruina";306;"Povaská Bystrica";3;"Trenèiansky kraj";"obec";;-464327.23;-1193467.1
514489;"Babinec";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-356287.69;-1257640.92
502502;"Lula";402;"Levice";4;"Nitriansky  kraj";"obec";;-480510.58;-1285878.65
519871;"Tarnov";701;"Bardejov";7;"Prešovskı kraj";"obec";;-266076.49;-1172649.06
509132;"Èadca";502;"Èadca";5;"ilinskı kraj";"okresné mesto";;-437971.63;-1148696.8
523119;"Stretava";807;"Michalovce";8;"Košickı  kraj";"obec";;-208542.61;-1250287.85
555843;"Èata";402;"Levice";4;"Nitriansky  kraj";"obec";;-461097.77;-1312284.45
543144;"Hrišovce";801;"Gelnica";8;"Košickı  kraj";"obec";;-287321.95;-1213121.33
519481;"Lenartov";701;"Bardejov";7;"Prešovskı kraj";"obec";;-276939.83;-1173254.55
528773;"Kamenná Poruba";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-233176.25;-1226743.64
505170;"Nadlice";305;"Partizánske";3;"Trenèiansky kraj";"obec";;-484725.9;-1235691.68
515108;"Kruno";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-362538.81;-1268381.75
525235;"Šarišské Micha¾any";708;"Sabinov";7;"Prešovskı kraj";"obec";;-269636.42;-1200432.75
514756;"Gemerská Ves";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-336751.9;-1262581.85
500968;"Zlaté Moravce";407;"Zlaté Moravce";4;"Nitriansky  kraj";"okresné mesto";;-475932.97;-1263209.8
514900;"Hrnèiarska Ves";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-367475.77;-1265959.51
557901;"Vyšné Valice";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-343099.69;-1264365.7
500551;"Martin nad itavou";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-479042.22;-1261364.68
581607;"Brehy";612;"arnovica";6;"Banskobystrickı kraj";"obec";;-457070.09;-1262308.48
517305;"Tekovské Nemce";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-466268.0;-1266879.47
506877;"Cífer";207;"Trnava";2;"Trnavskı kraj";"obec";;-543484.58;-1264544.83
582816;"itavany";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-474444.55;-1261360.64
511820;"Rovòany";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-376184.87;-1263477.96
514888;"Hrachovo";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-360654.83;-1262762.19
511943;"Tuhár";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-393751.9;-1264491.52
514683;"Dubno";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-358866.55;-1293289.88
502014;"Vydrany";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-539585.79;-1298407.48
529435;"Bratislava-Èunovo";105;"Bratislava V";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-568191.61;-1294066.07
503193;"Hul";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-488443.5;-1293479.34
515540;"Stará Bašta";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-363000.81;-1294139.27
506931;"Dolné Dubové";207;"Trnava";2;"Trnavskı kraj";"obec";;-532997.47;-1245766.24
525561;"Bôrka";808;"Roòava";8;"Košickı  kraj";"obec";;-299611.18;-1247750.94
508012;"Kostolište";106;"Malacky";1;"Bratislavskı kraj";"obec";;-579224.31;-1246464.32
508063;"Malacky";106;"Malacky";1;"Bratislavskı kraj";"okresné mesto";;-577069.85;-1247860.69
522937;"Porostov";809;"Sobrance";8;"Košickı  kraj";"obec";;-195362.08;-1244885.63
511510;"Látky";604;"Detva";6;"Banskobystrickı kraj";"obec";;-383180.36;-1248285.47
543861;"Ve¾ké Ozorovce";811;"Trebišov";8;"Košickı  kraj";"obec";;-237212.42;-1247091.99
522333;"Blatná Polianka";809;"Sobrance";8;"Košickı  kraj";"obec";;-200458.06;-1245240.44
556653;"Radošovce";207;"Trnava";2;"Trnavskı kraj";"obec";;-531077.54;-1245373.38
599859;"Košice-Po¾ov";803;"Košice II";8;"Košickı  kraj";"obec - mestská èas Bratislava, Košice";;-268016.59;-1245398.81
518158;"Zvolen";611;"Zvolen";6;"Banskobystrickı kraj";"okresné mesto";;-420590.79;-1246053.54
514896;"Hrlica";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-352127.74;-1244899.26
518204;"Budèa";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-424703.88;-1245862.14
505714;"Ve¾ké Ripòany";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-505445.86;-1247438.92
506923;"Dolná Krupá";207;"Trnava";2;"Trnavskı kraj";"obec";;-537352.51;-1246538.17
560022;"Brzotín";808;"Roòava";8;"Košickı  kraj";"obec";;-319289.8;-1246791.25
515370;"Ratková";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-349101.15;-1249247.54
522295;"Bánovce nad Ondavou";807;"Michalovce";8;"Košickı  kraj";"obec";;-222215.98;-1245169.15
521329;"Debraï";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-283895.34;-1246077.98
523046;"Sejkov";809;"Sobrance";8;"Košickı  kraj";"obec";;-191881.81;-1246703.92
507288;"Madunice";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-520337.42;-1248616.13
542954;"Horné Štitáre";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-499718.1;-1245222.27
523283;"Vrbnica";807;"Michalovce";8;"Košickı  kraj";"obec";;-217068.07;-1246226.2
556165;"Chrabrany";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-493317.24;-1245058.68
528498;"Ladmovce";811;"Trebišov";8;"Košickı  kraj";"obec";;-225668.77;-1275257.45
524221;"Bretejovce";707;"Prešov";7;"Prešovskı kraj";"obec";;-259549.79;-1227777.23
503525;"Salka";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-453883.47;-1320720.8
518816;"Stará Huta";604;"Detva";6;"Banskobystrickı kraj";"obec";;-405302.19;-1258593.43
521876;"Perín-Chym";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-268958.38;-1259946.6
522759;"Malèice";807;"Michalovce";8;"Košickı  kraj";"obec";;-219768.66;-1257258.1
517356;"Voznica";612;"arnovica";6;"Banskobystrickı kraj";"obec";;-453026.82;-1256307.59
515515;"Selce";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-366205.37;-1263148.39
582051;"Zlatno";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-369863.51;-1255892.09
508179;"Pezinok";107;"Pezinok";1;"Bratislavskı kraj";"okresné mesto";;-560271.14;-1266030.99
500780;"Šurianky";403;"Nitra";4;"Nitriansky  kraj";"obec";;-503248.49;-1256165.78
506842;"Brestovany";207;"Trnava";2;"Trnavskı kraj";"obec";;-528402.94;-1258483.21
500658;"Obyce";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-471404.23;-1258573.95
500488;"Lukáèovce";403;"Nitra";4;"Nitriansky  kraj";"obec";;-510067.97;-1258578.65
516651;"Banskı Studenec";602;"Banská Štiavnica";6;"Banskobystrickı kraj";"obec";;-433050.98;-1259623.99
543942;"Vojany";807;"Michalovce";8;"Košickı  kraj";"obec";;-209758.88;-1258512.68
511277;"Budiná";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-395582.5;-1261244.18
508055;"Lozorno";106;"Malacky";1;"Bratislavskı kraj";"obec";;-576392.11;-1259583.9
511706;"Píla";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-393440.69;-1258452.88
507954;"Jablonové";106;"Malacky";1;"Bratislavskı kraj";"obec";;-572155.47;-1258160.5
515523;"Skerešovo";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-341875.71;-1259505.16
520641;"Pèoliné";709;"Snina";7;"Prešovskı kraj";"obec";;-194452.04;-1203773.39
523771;"Osturòa";703;"Kemarok";7;"Prešovskı kraj";"obec";;-334163.8;-1167410.36
519715;"Petrová";701;"Bardejov";7;"Prešovskı kraj";"obec";;-269411.32;-1165054.08
516074;"Ipe¾ské Predmostie";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-429954.26;-1302521.79
521639;"Kysak";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-264845.9;-1224637.61
544230;"Hlinné";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-238351.56;-1215125.96
504343;"Dubovce";206;"Skalica";2;"Trnavskı kraj";"obec";;-556252.75;-1212372.0
519286;"Chme¾ová";701;"Bardejov";7;"Prešovskı kraj";"obec";;-256442.88;-1164613.54
502103;"Brhlovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-452150.56;-1283927.27
528251;"Èerhov";811;"Trebišov";8;"Košickı  kraj";"obec";;-235178.0;-1269281.48
543047;"Klátova Nová Ves";305;"Partizánske";3;"Trenèiansky kraj";"obec";;-481144.33;-1242680.39
524689;"Krivany";708;"Sabinov";7;"Prešovskı kraj";"obec";;-285756.66;-1188330.84
512931;"Èervenı Kameò";302;"Ilava";3;"Trenèiansky kraj";"obec";;-484737.49;-1183969.31
500682;"Pohranice";403;"Nitra";4;"Nitriansky  kraj";"obec";;-492432.69;-1267421.39
528579;"Maovské Vojkovce";807;"Michalovce";8;"Košickı  kraj";"obec";;-198488.57;-1259225.78
507512;"Ruindol";207;"Trnava";2;"Trnavskı kraj";"obec";;-542657.39;-1258675.08
522767;"Malé Raškovce";807;"Michalovce";8;"Košickı  kraj";"obec";;-214874.88;-1257115.45
556530;"Horné Zelenice";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-523167.06;-1258581.44
518689;"Pliešovce";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-419501.04;-1263006.45
525961;"Meliata";808;"Roòava";8;"Košickı  kraj";"obec";;-332303.89;-1258748.54
518727;"Sása";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-421230.38;-1261727.18
506800;"Bojnièky";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-520094.29;-1258407.26
511978;"Uhorské";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-375459.14;-1260951.49
521922;"Rešica";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-279687.76;-1258445.35
500372;"Jelenec";403;"Nitra";4;"Nitriansky  kraj";"obec";;-488650.67;-1262509.59
507172;"K¾aèany";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-514370.84;-1259311.4
515086;"Kraskovo";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-357508.39;-1258741.53
500542;"Mankovce";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-480796.8;-1257952.07
544043;"Zemplínsky Branè";811;"Trebišov";8;"Košickı  kraj";"obec";;-229449.23;-1260769.8
525821;"Keèovo";808;"Roòava";8;"Košickı  kraj";"obec";;-321049.53;-1262011.96
507024;"Dvorníky";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-520523.55;-1262104.89
514578;"Bretka";808;"Roòava";8;"Košickı  kraj";"obec";;-331517.06;-1261815.75
518450;"Hornı Tisovník";604;"Detva";6;"Banskobystrickı kraj";"obec";;-404470.15;-1264981.87
528226;"Byšta";811;"Trebišov";8;"Košickı  kraj";"obec";;-242909.52;-1261639.89
508322;"Vištuk";107;"Pezinok";1;"Bratislavskı kraj";"obec";;-550475.01;-1261856.12
500437;"Ladice";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-485931.33;-1260867.16
